uid,sex,birth_year,membership_level,reg_date,is_88vip,family_account,bindkeep_phone,bindkeep_alipay,bindkeep_bank,default_payment,lifetime_order_count,lifetime_order_amount,avg_monthly_spend_6m,last_618_order_amount,last_double11_order_amount,coupon_used_count_90d,coupon_total_count_90d,category_preference_1,category_preference_2,city_tier,province
sim_u_00002967,M,1993,L5,2016-02-15,0,0,1,1,1,credit_card,88,4781.14,796.86,386.36,48.85,0,11,服饰,家电,1,浙江
sim_u_00002968,Unknown,1989,L4,2017-10-29,1,0,1,1,1,credit_card,60,6547.67,1091.28,118.08,351.58,6,11,美妆,服饰,5,北京
sim_u_00002969,F,1970,L1,2021-11-03,0,0,1,1,1,debit_card,8,584.92,97.49,317.51,523.09,6,7,美妆,母婴,3,其他
sim_u_00002970,F,2005,L2,2024-05-08,0,0,1,1,1,alipay_balance,8,363.47,60.58,279.2,633.12,5,2,数码,运动,4,北京
sim_u_00002971,F,1998,L1,2021-02-08,0,0,1,1,0,credit_card,7,618.54,103.09,419.1,112.44,0,7,图书,服饰,4,浙江
sim_u_00002972,F,2003,L4,2019-03-04,0,0,1,1,1,credit_card,48,5617.49,936.25,47.63,651.04,2,7,图书,家电,4,广东
sim_u_00002973,Unknown,1989,L5,2018-05-04,1,0,1,1,1,debit_card,98,6145.21,1024.2,499.52,691.09,3,5,图书,母婴,1,江苏
sim_u_00002974,M,1999,L3,2019-02-19,0,0,1,1,1,credit_card,42,4594.2,765.7,179.76,711.8,1,6,家居,食品,4,江苏
sim_u_00002975,Unknown,1985,L3,2017-11-14,0,0,1,1,1,debit_card,25,1927.32,321.22,335.49,512.8,0,9,数码,服饰,1,江苏
sim_u_00002976,Unknown,2001,L2,2017-02-26,0,0,1,1,1,credit_card,24,1577.39,262.9,392.52,199.13,4,4,服饰,运动,2,上海
sim_u_00002977,M,1977,L2,2016-05-29,0,0,1,1,1,debit_card,16,1409.54,234.92,386.83,608.34,4,11,服饰,母婴,2,北京
sim_u_00002978,M,1976,L1,2019-06-07,0,0,1,1,0,credit_card,17,1871.58,311.93,282.26,579.52,5,1,家居,食品,1,北京
sim_u_00002979,M,1998,L2,2016-04-08,0,0,1,1,1,credit_card,26,2340.13,390.02,106.0,194.79,1,12,美妆,食品,2,其他
sim_u_00002980,Unknown,2003,L2,2016-09-27,0,0,1,1,1,credit_card,27,2432.15,405.36,295.26,224.43,6,4,服饰,服饰,4,江苏
sim_u_00002981,F,2000,L4,2019-04-25,1,1,1,1,1,alipay_balance,47,4977.91,829.65,102.09,395.39,1,12,服饰,食品,5,上海
sim_u_00002982,F,1988,L1,2019-07-18,0,0,1,1,1,alipay_balance,5,416.72,69.45,16.63,570.74,4,5,服饰,运动,4,北京
sim_u_00002983,Unknown,1975,L3,2017-05-22,0,0,1,1,1,debit_card,36,3428.18,571.36,188.54,588.53,2,6,图书,母婴,2,上海
sim_u_00002984,Unknown,2002,L2,2021-12-27,0,0,1,1,1,debit_card,5,499.62,83.27,167.03,240.96,3,1,图书,食品,4,江苏
sim_u_00002985,Unknown,1990,L5,2023-04-11,0,1,1,1,1,alipay_balance,109,4909.6,818.27,446.45,564.45,6,7,美妆,食品,5,上海
sim_u_00002986,F,1984,L4,2020-03-30,1,0,1,1,0,credit_card,55,2690.16,448.36,399.08,395.36,1,5,家居,食品,1,北京
sim_u_00002987,M,1990,L3,2019-12-27,0,1,1,1,0,debit_card,35,3173.41,528.9,131.26,436.43,2,2,数码,家电,3,广东
sim_u_00002988,Unknown,1987,L1,2019-03-07,0,0,1,1,1,credit_card,0,0.0,0.0,388.1,752.89,0,1,图书,食品,1,上海
sim_u_00002989,M,2002,L3,2020-12-26,0,1,1,1,1,debit_card,28,2740.29,456.71,347.57,238.34,1,1,服饰,食品,2,广东
sim_u_00002990,F,1998,L2,2017-11-15,0,1,1,1,1,alipay_balance,6,657.62,109.6,61.97,208.32,4,11,服饰,食品,1,北京
sim_u_00002991,M,1998,L3,2017-07-08,0,1,1,1,1,alipay_balance,20,1498.65,249.78,364.27,481.27,5,1,图书,运动,4,浙江
sim_u_00002992,F,1974,L1,2021-02-06,0,0,1,1,1,debit_card,14,870.84,145.14,160.21,727.65,1,11,服饰,食品,2,北京
sim_u_00002993,M,1982,L1,2020-04-24,0,0,1,1,1,debit_card,0,0.0,0.0,212.58,720.37,5,9,服饰,食品,5,浙江
sim_u_00002994,F,1977,L4,2017-05-21,0,1,1,1,1,alipay_balance,48,5276.49,879.41,463.04,337.39,6,6,数码,运动,3,其他
sim_u_00002995,M,1984,L3,2023-05-14,0,0,1,1,1,debit_card,18,1961.32,326.89,237.21,231.62,5,11,数码,母婴,1,浙江
sim_u_00002996,F,1978,L4,2022-08-19,0,0,1,1,1,credit_card,56,3329.78,554.96,207.83,30.0,2,2,服饰,母婴,3,上海
sim_u_00002997,M,2000,L2,2021-06-12,0,1,1,1,0,credit_card,22,1302.11,217.02,100.09,521.71,0,5,服饰,母婴,1,广东
sim_u_00002998,Unknown,1992,L1,2017-03-07,0,0,1,1,1,debit_card,4,315.62,52.6,24.09,259.49,6,7,美妆,食品,2,广东
sim_u_00002999,Unknown,1999,L3,2017-08-30,0,0,1,1,1,alipay_balance,40,3084.58,514.1,26.27,117.34,6,6,图书,母婴,4,北京
sim_u_00003000,Unknown,1979,L1,2024-07-08,0,0,1,1,1,alipay_balance,10,704.31,117.38,433.38,756.91,5,12,家居,服饰,1,江苏
sim_u_00003001,Unknown,1973,L2,2017-10-03,0,0,1,1,1,credit_card,14,897.08,149.51,63.1,268.14,5,9,数码,食品,3,广东
sim_u_00003002,Unknown,1973,L3,2018-10-13,0,0,1,1,1,debit_card,33,2875.53,479.26,490.23,399.4,4,6,家居,食品,4,上海
sim_u_00003003,Unknown,2005,L2,2021-01-15,0,0,1,1,0,alipay_balance,7,388.15,64.69,475.06,765.57,3,6,服饰,运动,2,浙江
sim_u_00003004,M,1976,L4,2018-01-17,0,0,1,1,1,debit_card,47,5457.73,909.62,206.4,410.78,4,12,美妆,母婴,3,上海
sim_u_00003005,Unknown,1976,L2,2024-07-22,0,0,1,1,1,credit_card,5,461.07,76.84,442.33,141.39,3,4,美妆,母婴,2,北京
sim_u_00003006,M,1973,L5,2022-09-18,0,1,1,1,1,alipay_balance,106,9543.16,1590.53,45.35,232.93,3,11,服饰,服饰,3,广东
sim_u_00003007,F,1985,L3,2016-05-20,0,0,1,1,1,credit_card,29,1622.97,270.5,21.24,334.29,3,6,家居,母婴,4,北京
sim_u_00003008,Unknown,1981,L2,2019-04-16,0,0,1,1,1,alipay_balance,26,1366.67,227.78,249.68,656.14,6,2,数码,服饰,5,江苏
sim_u_00003009,Unknown,1990,L2,2024-03-21,0,0,1,1,1,alipay_balance,4,195.98,32.66,167.43,446.06,1,3,家居,运动,3,浙江
sim_u_00003010,M,2003,L2,2017-08-28,0,0,1,1,1,alipay_balance,19,2274.88,379.15,301.76,222.08,6,2,数码,家电,3,上海
sim_u_00003011,M,1999,L3,2021-06-03,0,0,1,1,1,debit_card,48,3846.33,641.05,31.45,316.88,2,10,家居,服饰,2,江苏
sim_u_00003012,M,1985,L5,2020-04-08,1,1,1,1,1,debit_card,84,4773.51,795.59,122.91,217.02,6,3,服饰,食品,2,广东
sim_u_00003013,Unknown,1984,L4,2020-11-30,0,0,1,1,1,credit_card,66,4649.99,775.0,149.37,360.14,3,11,美妆,母婴,1,广东
sim_u_00003014,Unknown,2003,L2,2016-07-01,0,0,1,1,1,alipay_balance,9,751.46,125.24,147.75,18.58,2,4,图书,运动,2,上海
sim_u_00003015,M,1983,L4,2020-06-25,1,1,1,1,1,credit_card,45,3359.45,559.91,237.9,134.86,1,3,图书,运动,1,广东
sim_u_00003016,F,1991,L2,2022-04-19,0,0,1,1,0,alipay_balance,21,1861.52,310.25,36.25,139.18,1,3,数码,服饰,3,北京
sim_u_00003017,Unknown,1987,L2,2016-09-25,0,0,1,1,1,debit_card,19,1883.19,313.87,108.08,547.06,4,11,数码,家电,1,广东
sim_u_00003018,F,1995,L3,2017-01-27,0,1,1,1,1,credit_card,18,991.61,165.27,33.45,133.96,4,12,图书,母婴,1,其他
sim_u_00003019,Unknown,1973,L4,2017-03-30,0,0,1,1,1,alipay_balance,53,5197.86,866.31,482.31,340.83,3,1,家居,服饰,3,江苏
sim_u_00003020,M,1975,L3,2022-06-15,0,0,1,1,1,credit_card,30,3416.23,569.37,250.98,392.49,6,3,服饰,食品,3,上海
sim_u_00003021,M,2000,L3,2020-05-21,0,0,1,1,1,credit_card,20,1221.79,203.63,440.75,348.04,0,1,数码,母婴,3,北京
sim_u_00003022,M,1993,L2,2020-11-15,0,0,1,1,1,alipay_balance,20,1795.33,299.22,96.65,798.24,6,4,服饰,食品,5,北京
sim_u_00003023,F,1983,L2,2016-11-23,0,1,1,1,1,credit_card,12,1283.93,213.99,6.5,540.26,5,12,美妆,运动,3,其他
sim_u_00003024,Unknown,1995,L2,2018-12-28,0,0,1,1,1,alipay_balance,16,889.75,148.29,6.62,306.81,1,6,美妆,母婴,1,其他
sim_u_00003025,F,1994,L5,2024-03-11,0,0,1,1,0,credit_card,98,6521.16,1086.86,57.9,449.7,2,2,家居,服饰,4,其他
sim_u_00003026,Unknown,1979,L2,2017-02-25,0,0,1,1,1,credit_card,11,1098.4,183.07,440.39,362.77,3,11,数码,食品,2,其他
sim_u_00003027,M,1974,L1,2020-08-15,0,0,1,1,1,alipay_balance,13,875.7,145.95,8.25,191.25,4,6,图书,家电,3,广东
sim_u_00003028,Unknown,1971,L4,2015-01-01,0,0,1,1,1,alipay_balance,61,2794.44,465.74,384.35,151.16,1,5,数码,食品,5,北京
sim_u_00003029,M,1987,L5,2018-07-10,0,0,1,1,1,alipay_balance,96,9868.44,1644.74,180.36,160.36,2,8,数码,母婴,3,其他
sim_u_00003030,M,2001,L1,2021-05-21,0,0,1,1,0,debit_card,12,1208.42,201.4,398.41,647.48,6,1,美妆,服饰,2,浙江
sim_u_00003031,F,2004,L3,2019-01-10,0,0,1,1,1,debit_card,34,2068.63,344.77,396.0,427.12,5,3,数码,服饰,3,上海
sim_u_00003032,Unknown,1975,L4,2020-08-23,0,0,1,1,0,alipay_balance,48,4505.2,750.87,454.15,291.35,2,8,服饰,运动,1,广东
sim_u_00003033,F,1972,L1,2020-04-16,0,0,1,1,0,debit_card,11,1266.22,211.04,487.44,603.52,4,7,家居,服饰,2,浙江
sim_u_00003034,M,1998,L1,2023-07-28,0,0,1,1,1,debit_card,21,1005.19,167.53,346.9,8.75,1,4,美妆,家电,1,上海
sim_u_00003035,F,1991,L3,2018-05-16,0,0,1,1,1,debit_card,25,2073.09,345.52,52.35,640.54,1,8,家居,运动,5,上海
sim_u_00003036,F,1983,L4,2020-03-23,0,0,1,1,1,alipay_balance,62,7281.56,1213.59,473.88,664.48,2,5,数码,食品,5,江苏
sim_u_00003037,Unknown,1972,L4,2022-01-11,0,0,1,1,1,alipay_balance,47,4350.02,725.0,130.26,576.53,6,7,数码,运动,4,浙江
sim_u_00003038,F,1995,L2,2024-02-24,0,0,1,1,1,credit_card,27,1451.13,241.86,69.68,597.61,2,12,服饰,家电,2,江苏
sim_u_00003039,M,1980,L5,2023-03-26,0,1,1,1,1,debit_card,94,5276.95,879.49,38.42,648.16,5,10,图书,家电,2,上海
sim_u_00003040,F,1981,L2,2023-09-14,0,0,1,1,1,credit_card,17,1912.66,318.78,255.51,208.16,3,9,家居,母婴,3,其他
sim_u_00003041,F,1999,L4,2021-11-28,1,0,1,1,0,debit_card,53,5921.29,986.88,30.63,529.78,4,1,家居,家电,3,北京
sim_u_00003042,M,1989,L3,2019-11-16,0,1,1,1,1,credit_card,38,4521.56,753.59,299.67,661.73,5,9,家居,运动,3,上海
sim_u_00003043,F,1976,L3,2015-11-07,0,0,1,1,0,credit_card,18,1873.81,312.3,211.88,121.86,2,1,图书,母婴,1,江苏
sim_u_00003044,Unknown,1983,L1,2017-04-18,0,0,1,1,1,alipay_balance,13,1041.01,173.5,403.22,355.32,6,7,服饰,服饰,2,北京
sim_u_00003045,Unknown,1979,L1,2023-10-04,0,1,1,1,1,credit_card,3,154.42,25.74,472.55,674.1,6,10,图书,母婴,4,广东
sim_u_00003046,F,1981,L2,2021-10-12,0,0,1,1,0,debit_card,16,927.14,154.52,24.56,624.25,5,11,家居,母婴,1,广东
sim_u_00003047,Unknown,1975,L3,2017-04-16,0,0,1,1,1,credit_card,27,1565.2,260.87,393.32,100.37,3,12,图书,食品,2,广东
sim_u_00003048,M,1992,L4,2022-06-15,0,0,1,1,1,credit_card,61,3505.32,584.22,335.58,745.57,6,5,家居,食品,3,上海
sim_u_00003049,M,1994,L2,2017-07-19,0,0,1,1,1,alipay_balance,19,1839.57,306.59,377.02,353.35,4,7,美妆,运动,2,上海
sim_u_00003050,F,1984,L2,2017-07-24,0,1,1,1,1,credit_card,26,2270.58,378.43,449.01,450.48,6,4,家居,运动,4,上海
sim_u_00003051,M,1980,L4,2022-03-28,0,0,1,1,1,debit_card,46,2773.45,462.24,285.75,247.69,3,1,数码,食品,3,上海
sim_u_00003052,M,2002,L1,2022-06-09,0,0,1,1,1,credit_card,21,1346.32,224.39,274.07,311.17,1,5,美妆,服饰,3,上海
sim_u_00003053,Unknown,1983,L2,2021-06-18,0,0,1,1,0,credit_card,19,1840.7,306.78,174.01,77.31,0,6,服饰,服饰,2,广东
sim_u_00003054,F,1982,L5,2015-11-29,0,0,1,1,1,debit_card,107,9885.66,1647.61,471.41,97.15,1,7,图书,运动,4,上海
sim_u_00003055,Unknown,1986,L2,2018-05-30,0,0,1,1,1,alipay_balance,23,1580.93,263.49,276.74,295.1,5,6,图书,食品,1,北京
sim_u_00003056,Unknown,1970,L2,2021-09-21,0,0,1,1,1,credit_card,27,2788.99,464.83,162.35,266.97,6,9,数码,运动,4,上海
sim_u_00003057,F,1992,L2,2016-02-25,0,0,1,1,1,debit_card,0,0.0,0.0,304.56,138.51,5,12,美妆,运动,1,浙江
sim_u_00003058,Unknown,2000,L1,2020-10-16,0,0,1,1,1,alipay_balance,1,64.35,10.72,327.43,474.35,5,2,服饰,家电,1,浙江
sim_u_00003059,F,1993,L3,2022-04-15,0,0,1,1,1,credit_card,33,2040.01,340.0,18.99,119.37,5,10,服饰,家电,3,广东
sim_u_00003060,M,1994,L1,2023-10-29,0,1,1,1,1,alipay_balance,3,199.25,33.21,418.92,421.36,0,3,图书,食品,2,江苏
sim_u_00003061,M,1999,L3,2017-08-16,0,1,1,1,0,debit_card,19,2019.67,336.61,25.28,87.75,3,2,美妆,母婴,1,北京
sim_u_00003062,M,1970,L2,2020-07-26,0,1,1,1,1,alipay_balance,25,2820.31,470.05,152.71,783.34,2,5,服饰,母婴,4,浙江
sim_u_00003063,M,1986,L3,2016-04-23,0,0,1,1,1,credit_card,29,2283.43,380.57,138.19,37.61,6,7,数码,食品,1,广东
sim_u_00003064,M,1990,L1,2017-06-19,0,0,1,1,1,alipay_balance,18,1276.25,212.71,335.3,561.54,3,1,美妆,运动,5,广东
sim_u_00003065,Unknown,1981,L2,2017-11-15,0,0,1,1,1,debit_card,19,872.62,145.44,474.31,333.38,1,7,美妆,服饰,2,广东
sim_u_00003066,Unknown,1994,L2,2019-12-07,0,0,1,1,1,alipay_balance,17,1271.55,211.92,257.17,263.43,4,4,服饰,食品,5,北京
sim_u_00003067,F,1993,L4,2016-12-23,0,0,1,1,1,credit_card,46,5209.73,868.29,134.37,546.42,5,10,数码,运动,3,广东
sim_u_00003068,F,1996,L2,2021-01-01,0,0,1,1,1,credit_card,16,763.44,127.24,118.72,102.07,0,7,图书,食品,5,江苏
sim_u_00003069,F,1976,L3,2018-09-27,0,0,1,1,1,debit_card,32,1548.24,258.04,61.83,465.81,3,9,服饰,运动,2,广东
sim_u_00003070,M,2005,L3,2020-07-09,0,0,1,1,1,credit_card,37,4321.29,720.22,4.41,234.32,2,9,家居,家电,3,江苏
sim_u_00003071,F,1997,L1,2020-04-19,0,0,1,1,1,alipay_balance,20,2319.18,386.53,265.05,460.97,5,6,图书,服饰,5,上海
sim_u_00003072,F,1989,L3,2016-06-20,0,0,1,1,1,debit_card,43,2036.62,339.44,130.39,628.54,2,4,服饰,家电,2,其他
sim_u_00003073,F,1972,L4,2017-05-08,0,0,1,1,1,alipay_balance,61,3923.5,653.92,46.98,536.63,1,2,图书,服饰,4,北京
sim_u_00003074,Unknown,1998,L1,2021-02-20,0,0,1,1,1,credit_card,17,1348.41,224.74,192.89,704.33,0,1,美妆,运动,2,广东
sim_u_00003075,F,1985,L1,2018-10-22,0,0,1,1,0,debit_card,0,0.0,0.0,401.95,352.74,2,9,家居,母婴,3,浙江
sim_u_00003076,Unknown,1976,L2,2024-03-17,0,0,1,1,1,alipay_balance,20,2012.85,335.47,155.42,232.98,0,6,美妆,家电,2,上海
sim_u_00003077,Unknown,1998,L1,2023-10-11,0,0,1,1,1,debit_card,4,202.64,33.77,314.65,447.58,4,12,图书,服饰,5,浙江
sim_u_00003078,Unknown,1981,L3,2020-09-05,0,0,1,1,1,debit_card,26,2343.11,390.52,495.96,723.75,2,9,家居,家电,3,其他
sim_u_00003079,M,1973,L3,2016-07-08,0,0,1,1,1,alipay_balance,35,1882.92,313.82,117.0,541.53,5,2,美妆,食品,4,其他
sim_u_00003080,Unknown,1978,L3,2016-09-17,0,1,1,1,1,debit_card,24,2128.22,354.7,238.5,187.85,5,1,服饰,服饰,3,上海
sim_u_00003081,M,1977,L3,2019-09-14,0,0,1,1,1,alipay_balance,36,1694.87,282.48,454.72,228.69,3,7,美妆,服饰,3,广东
sim_u_00003082,M,1981,L2,2017-08-29,0,0,1,1,1,debit_card,9,556.82,92.8,391.53,309.15,1,3,数码,家电,4,其他
sim_u_00003083,F,1982,L3,2023-01-13,0,0,1,1,1,alipay_balance,34,2560.18,426.7,197.6,588.63,4,4,美妆,母婴,2,其他
sim_u_00003084,F,1995,L1,2024-05-10,0,0,1,1,1,credit_card,6,719.14,119.86,9.32,387.76,1,2,服饰,运动,4,广东
sim_u_00003085,Unknown,1986,L2,2018-12-29,0,0,1,1,1,credit_card,22,1713.94,285.66,341.23,402.2,4,3,家居,服饰,1,浙江
sim_u_00003086,M,1980,L5,2023-10-04,0,0,1,1,0,alipay_balance,90,7428.32,1238.05,264.18,60.96,3,12,服饰,运动,4,广东
sim_u_00003087,F,1987,L3,2019-12-05,0,0,1,1,1,credit_card,28,2435.16,405.86,389.71,781.36,6,4,图书,母婴,3,浙江
sim_u_00003088,M,1986,L3,2018-05-08,0,0,1,1,1,alipay_balance,17,1832.86,305.48,304.75,366.02,2,8,服饰,服饰,2,其他
sim_u_00003089,F,2003,L3,2016-12-25,0,0,1,1,1,credit_card,25,2914.58,485.76,251.59,771.24,4,9,数码,家电,5,广东
sim_u_00003090,M,1970,L4,2019-01-18,0,0,1,1,1,debit_card,55,3474.43,579.07,311.96,549.11,6,4,图书,家电,4,其他
sim_u_00003091,Unknown,1975,L3,2017-11-18,0,0,1,1,1,debit_card,34,3037.77,506.3,83.11,704.18,6,7,图书,服饰,3,上海
sim_u_00003092,Unknown,1972,L2,2019-01-18,0,0,1,1,1,debit_card,16,1883.03,313.84,217.36,708.44,0,9,家居,母婴,3,其他
sim_u_00003093,F,1993,L1,2015-11-14,0,0,1,1,1,debit_card,3,203.22,33.87,138.41,119.09,4,12,图书,食品,4,北京
sim_u_00003094,F,1972,L3,2019-04-01,0,0,1,1,1,debit_card,36,4064.38,677.4,147.02,306.19,3,10,家居,运动,5,上海
sim_u_00003095,M,1990,L5,2015-07-04,0,0,1,1,1,debit_card,106,8837.8,1472.97,155.87,224.53,1,10,家居,家电,1,其他
sim_u_00003096,M,1975,L3,2020-09-14,0,0,1,1,1,debit_card,23,1988.33,331.39,246.5,130.8,5,5,服饰,服饰,2,北京
sim_u_00003097,Unknown,1987,L2,2016-06-14,0,1,1,1,1,debit_card,12,1014.03,169.0,37.44,258.03,0,2,美妆,食品,5,北京
sim_u_00003098,F,1998,L1,2019-02-19,0,1,1,1,1,alipay_balance,25,2881.25,480.21,362.09,14.23,2,11,图书,母婴,2,上海
sim_u_00003099,M,1990,L3,2017-10-19,0,0,1,1,1,debit_card,25,1655.78,275.96,146.61,604.51,2,3,服饰,母婴,4,江苏
sim_u_00003100,M,1998,L4,2018-04-25,1,0,1,1,1,credit_card,50,4285.08,714.18,132.95,231.9,4,8,数码,母婴,3,其他
sim_u_00003101,M,1998,L2,2024-07-30,0,1,1,1,1,credit_card,11,914.49,152.41,363.46,769.42,4,5,数码,运动,3,浙江
sim_u_00003102,Unknown,2002,L1,2020-12-04,0,0,1,1,1,debit_card,11,922.6,153.77,97.2,786.04,2,1,数码,食品,2,广东
sim_u_00003103,M,1976,L1,2020-08-22,0,0,1,1,1,alipay_balance,0,0.0,0.0,283.4,678.4,4,1,美妆,母婴,4,浙江
sim_u_00003104,M,1993,L4,2017-11-23,1,0,1,1,1,debit_card,53,6248.98,1041.5,22.38,74.31,0,3,图书,服饰,4,上海
sim_u_00003105,M,1988,L4,2023-12-06,0,1,1,1,0,credit_card,50,5893.13,982.19,229.68,527.39,2,11,服饰,食品,2,浙江
sim_u_00003106,F,1985,L4,2024-07-09,0,0,1,1,1,credit_card,55,6251.38,1041.9,384.36,121.05,6,6,家居,食品,4,其他
sim_u_00003107,Unknown,1982,L4,2022-06-17,0,1,1,1,1,credit_card,60,6744.98,1124.16,382.49,387.21,3,6,美妆,食品,2,广东
sim_u_00003108,F,1970,L3,2018-02-24,0,0,1,1,1,debit_card,24,2690.69,448.45,98.67,204.84,0,10,美妆,服饰,4,北京
sim_u_00003109,Unknown,1998,L1,2020-11-09,0,0,1,1,0,debit_card,22,1134.78,189.13,39.38,465.59,5,3,美妆,家电,3,其他
sim_u_00003110,F,1995,L3,2020-08-06,0,0,1,1,0,debit_card,46,4487.7,747.95,326.97,558.7,1,7,图书,母婴,2,北京
sim_u_00003111,Unknown,1983,L3,2020-12-22,0,0,1,1,1,credit_card,46,5030.8,838.47,269.15,370.02,6,3,图书,食品,3,北京
sim_u_00003112,Unknown,1985,L3,2023-10-06,0,0,1,1,1,debit_card,35,2352.89,392.15,438.19,97.69,6,12,图书,服饰,3,上海
sim_u_00003113,Unknown,1996,L3,2016-12-01,0,0,1,1,1,debit_card,24,2676.01,446.0,167.7,627.31,6,1,美妆,服饰,2,上海
sim_u_00003114,Unknown,2000,L4,2018-03-21,0,1,1,1,1,alipay_balance,62,6099.94,1016.66,196.87,261.09,3,3,家居,母婴,3,其他
sim_u_00003115,M,2005,L1,2017-12-01,0,1,1,1,0,debit_card,0,0.0,0.0,356.25,684.78,0,10,美妆,运动,3,广东
sim_u_00003116,F,1978,L4,2018-09-23,0,0,1,1,1,alipay_balance,56,3299.32,549.89,360.03,438.6,1,6,数码,家电,5,广东
sim_u_00003117,M,1983,L4,2017-07-09,0,0,1,1,0,credit_card,42,2037.55,339.59,45.98,567.67,1,9,服饰,运动,3,广东
sim_u_00003118,M,1998,L4,2018-08-16,0,0,1,1,0,debit_card,60,3360.11,560.02,321.36,269.68,0,5,数码,运动,2,其他
sim_u_00003119,F,1970,L1,2019-08-18,0,1,1,1,1,debit_card,6,640.75,106.79,415.65,34.82,2,6,美妆,家电,2,其他
sim_u_00003120,F,1983,L3,2015-07-17,0,1,1,1,1,credit_card,34,3801.45,633.57,350.63,198.08,4,4,图书,运动,3,浙江
sim_u_00003121,Unknown,2004,L4,2021-01-23,0,0,1,1,1,debit_card,52,6112.91,1018.82,226.38,253.62,3,11,服饰,母婴,1,上海
sim_u_00003122,Unknown,2001,L3,2017-12-03,0,0,1,1,1,debit_card,35,3041.92,506.99,140.23,764.78,5,5,服饰,食品,1,江苏
sim_u_00003123,Unknown,1981,L2,2019-01-18,0,0,1,1,1,credit_card,19,1604.3,267.38,58.46,298.6,5,7,数码,服饰,3,江苏
sim_u_00003124,M,1999,L3,2020-08-26,0,0,1,1,1,credit_card,24,2752.84,458.81,264.01,128.65,0,3,美妆,家电,3,浙江
sim_u_00003125,Unknown,1972,L3,2020-08-12,0,0,1,1,1,credit_card,26,3046.16,507.69,419.61,727.62,3,11,家居,食品,5,浙江
sim_u_00003126,Unknown,1990,L5,2023-08-08,1,0,1,1,1,credit_card,90,5904.1,984.02,237.44,402.85,1,1,图书,食品,2,其他
sim_u_00003127,Unknown,2003,L3,2020-03-24,0,0,1,1,0,debit_card,24,1448.11,241.35,253.78,170.1,0,12,服饰,家电,1,上海
sim_u_00003128,F,1986,L2,2022-02-28,0,1,1,1,1,alipay_balance,26,1432.92,238.82,328.8,586.54,0,8,家居,家电,4,其他
sim_u_00003129,Unknown,1997,L1,2022-05-14,0,0,1,1,1,credit_card,7,436.76,72.79,466.69,278.48,6,4,数码,运动,1,江苏
sim_u_00003130,F,1989,L3,2023-07-06,0,1,1,1,1,credit_card,28,2067.91,344.65,180.9,261.63,5,2,图书,运动,1,其他
sim_u_00003131,M,2000,L3,2016-06-25,0,1,1,1,1,credit_card,40,4466.27,744.38,64.32,656.77,4,10,服饰,家电,3,上海
sim_u_00003132,Unknown,2002,L3,2015-09-22,0,0,1,1,1,credit_card,43,2414.14,402.36,207.47,475.47,6,11,家居,运动,5,上海
sim_u_00003133,Unknown,1984,L2,2019-11-20,0,0,1,1,1,debit_card,22,1000.31,166.72,101.89,124.13,5,12,数码,运动,5,广东
sim_u_00003134,F,1987,L4,2015-01-30,0,1,1,1,1,debit_card,61,2777.56,462.93,17.96,750.84,1,1,图书,运动,4,浙江
sim_u_00003135,Unknown,1995,L3,2017-01-27,0,0,1,1,0,credit_card,32,3826.61,637.77,178.73,59.02,2,7,美妆,运动,2,江苏
sim_u_00003136,F,2001,L2,2015-09-22,0,0,1,1,1,alipay_balance,20,1804.89,300.81,418.77,705.4,6,4,美妆,家电,2,广东
sim_u_00003137,F,1983,L1,2022-06-04,0,0,1,1,1,alipay_balance,17,1305.64,217.61,125.07,589.0,5,9,服饰,食品,4,上海
sim_u_00003138,M,2005,L1,2020-09-26,0,0,1,1,1,credit_card,10,1140.39,190.07,287.73,235.36,3,10,美妆,食品,1,浙江
sim_u_00003139,M,2004,L3,2016-09-29,0,0,1,1,0,alipay_balance,36,2527.68,421.28,223.82,221.02,0,10,数码,服饰,1,广东
sim_u_00003140,F,1988,L1,2018-08-14,0,0,1,1,1,debit_card,0,0.0,0.0,189.48,397.72,1,5,数码,母婴,3,其他
sim_u_00003141,M,1974,L1,2020-04-17,0,0,1,1,1,debit_card,1,117.88,19.65,445.72,573.95,1,10,图书,运动,4,江苏
sim_u_00003142,Unknown,1974,L2,2020-02-29,0,0,1,1,1,debit_card,3,196.02,32.67,341.61,788.53,2,2,服饰,服饰,2,江苏
sim_u_00003143,F,1986,L4,2023-12-10,0,0,1,1,1,debit_card,65,6048.2,1008.03,299.25,464.5,4,6,美妆,运动,4,其他
sim_u_00003144,F,1986,L4,2017-09-19,0,0,1,1,1,debit_card,66,5653.94,942.32,245.11,350.02,3,12,服饰,服饰,4,广东
sim_u_00003145,F,1999,L1,2021-12-30,0,0,1,1,1,alipay_balance,9,1017.08,169.51,230.88,761.6,4,4,服饰,食品,5,广东
sim_u_00003146,M,1984,L3,2021-11-03,0,0,1,1,1,alipay_balance,41,3468.06,578.01,271.69,478.43,2,1,美妆,运动,1,江苏
sim_u_00003147,Unknown,1995,L4,2017-09-22,1,0,1,1,1,credit_card,61,5762.11,960.35,495.11,316.39,5,10,家居,服饰,3,江苏
sim_u_00003148,F,1979,L5,2024-06-21,0,0,1,1,1,credit_card,97,11235.93,1872.65,377.01,300.76,0,8,美妆,运动,5,其他
sim_u_00003149,Unknown,2001,L3,2015-08-12,0,0,1,1,1,debit_card,23,1477.86,246.31,243.41,52.62,0,5,美妆,食品,3,北京
