user_id,ab_test_group,first_exposure_date,total_exposure_days,exposure_sessions,version_build,assignment_date
sim_u_00004282,fixed_rule,2026-06-10,20,11,agent-sim-1.0,2026-06-10
sim_u_00004283,fixed_rule,2026-06-10,24,15,agent-sim-1.0,2026-06-10
sim_u_00004284,fixed_rule,2026-06-10,19,12,agent-sim-1.0,2026-06-10
sim_u_00004285,fixed_rule,2026-06-10,15,8,agent-sim-1.0,2026-06-10
sim_u_00004286,fixed_rule,2026-06-10,7,11,agent-sim-1.0,2026-06-10
sim_u_00004287,fixed_rule,2026-06-10,18,12,agent-sim-1.0,2026-06-10
sim_u_00004288,fixed_rule,2026-06-10,7,10,agent-sim-1.0,2026-06-10
sim_u_00004289,fixed_rule,2026-06-10,13,16,agent-sim-1.0,2026-06-10
sim_u_00004290,fixed_rule,2026-06-10,7,5,agent-sim-1.0,2026-06-10
sim_u_00004291,fixed_rule,2026-06-10,9,6,agent-sim-1.0,2026-06-10
sim_u_00004292,fixed_rule,2026-06-10,16,8,agent-sim-1.0,2026-06-10
sim_u_00004293,fixed_rule,2026-06-10,20,6,agent-sim-1.0,2026-06-10
sim_u_00004294,fixed_rule,2026-06-10,16,9,agent-sim-1.0,2026-06-10
sim_u_00004295,fixed_rule,2026-06-10,22,5,agent-sim-1.0,2026-06-10
sim_u_00004296,fixed_rule,2026-06-10,16,6,agent-sim-1.0,2026-06-10
sim_u_00004297,fixed_rule,2026-06-10,15,7,agent-sim-1.0,2026-06-10
sim_u_00004298,fixed_rule,2026-06-10,22,14,agent-sim-1.0,2026-06-10
sim_u_00004299,fixed_rule,2026-06-10,27,13,agent-sim-1.0,2026-06-10
sim_u_00004300,fixed_rule,2026-06-10,10,13,agent-sim-1.0,2026-06-10
sim_u_00004301,fixed_rule,2026-06-10,26,9,agent-sim-1.0,2026-06-10
sim_u_00004302,fixed_rule,2026-06-10,16,4,agent-sim-1.0,2026-06-10
sim_u_00004303,fixed_rule,2026-06-10,9,15,agent-sim-1.0,2026-06-10
sim_u_00004304,fixed_rule,2026-06-10,26,15,agent-sim-1.0,2026-06-10
sim_u_00004305,fixed_rule,2026-06-10,22,14,agent-sim-1.0,2026-06-10
sim_u_00004306,fixed_rule,2026-06-10,7,12,agent-sim-1.0,2026-06-10
sim_u_00004307,fixed_rule,2026-06-10,10,2,agent-sim-1.0,2026-06-10
sim_u_00004308,fixed_rule,2026-06-10,7,11,agent-sim-1.0,2026-06-10
sim_u_00004309,fixed_rule,2026-06-10,28,5,agent-sim-1.0,2026-06-10
sim_u_00004310,fixed_rule,2026-06-10,15,2,agent-sim-1.0,2026-06-10
sim_u_00004311,fixed_rule,2026-06-10,28,16,agent-sim-1.0,2026-06-10
sim_u_00004312,fixed_rule,2026-06-10,20,3,agent-sim-1.0,2026-06-10
sim_u_00004313,fixed_rule,2026-06-10,21,14,agent-sim-1.0,2026-06-10
sim_u_00004314,fixed_rule,2026-06-10,7,6,agent-sim-1.0,2026-06-10
sim_u_00004315,fixed_rule,2026-06-10,19,12,agent-sim-1.0,2026-06-10
sim_u_00004316,fixed_rule,2026-06-10,26,10,agent-sim-1.0,2026-06-10
sim_u_00004317,fixed_rule,2026-06-10,26,3,agent-sim-1.0,2026-06-10
sim_u_00004318,fixed_rule,2026-06-10,14,7,agent-sim-1.0,2026-06-10
sim_u_00004319,fixed_rule,2026-06-10,28,10,agent-sim-1.0,2026-06-10
sim_u_00004320,fixed_rule,2026-06-10,9,13,agent-sim-1.0,2026-06-10
sim_u_00004321,fixed_rule,2026-06-10,7,9,agent-sim-1.0,2026-06-10
sim_u_00004322,fixed_rule,2026-06-10,17,15,agent-sim-1.0,2026-06-10
sim_u_00004323,fixed_rule,2026-06-10,14,15,agent-sim-1.0,2026-06-10
sim_u_00004324,fixed_rule,2026-06-10,9,4,agent-sim-1.0,2026-06-10
sim_u_00004325,fixed_rule,2026-06-10,16,11,agent-sim-1.0,2026-06-10
sim_u_00004326,fixed_rule,2026-06-10,18,10,agent-sim-1.0,2026-06-10
sim_u_00004327,fixed_rule,2026-06-10,20,15,agent-sim-1.0,2026-06-10
sim_u_00004328,fixed_rule,2026-06-10,7,13,agent-sim-1.0,2026-06-10
sim_u_00004329,fixed_rule,2026-06-10,13,9,agent-sim-1.0,2026-06-10
sim_u_00004330,fixed_rule,2026-06-10,11,3,agent-sim-1.0,2026-06-10
sim_u_00004331,fixed_rule,2026-06-10,16,5,agent-sim-1.0,2026-06-10
sim_u_00004332,fixed_rule,2026-06-10,13,14,agent-sim-1.0,2026-06-10
sim_u_00004333,fixed_rule,2026-06-10,10,8,agent-sim-1.0,2026-06-10
sim_u_00004334,fixed_rule,2026-06-10,12,7,agent-sim-1.0,2026-06-10
sim_u_00004335,fixed_rule,2026-06-10,17,13,agent-sim-1.0,2026-06-10
sim_u_00004336,fixed_rule,2026-06-10,23,13,agent-sim-1.0,2026-06-10
sim_u_00004337,fixed_rule,2026-06-10,24,10,agent-sim-1.0,2026-06-10
sim_u_00004338,fixed_rule,2026-06-10,20,10,agent-sim-1.0,2026-06-10
sim_u_00004339,fixed_rule,2026-06-10,20,12,agent-sim-1.0,2026-06-10
sim_u_00004340,fixed_rule,2026-06-10,14,16,agent-sim-1.0,2026-06-10
sim_u_00004341,fixed_rule,2026-06-10,13,9,agent-sim-1.0,2026-06-10
sim_u_00004342,fixed_rule,2026-06-10,14,7,agent-sim-1.0,2026-06-10
sim_u_00004343,fixed_rule,2026-06-10,11,6,agent-sim-1.0,2026-06-10
sim_u_00004344,fixed_rule,2026-06-10,16,16,agent-sim-1.0,2026-06-10
sim_u_00004345,fixed_rule,2026-06-10,28,14,agent-sim-1.0,2026-06-10
sim_u_00004346,fixed_rule,2026-06-10,7,14,agent-sim-1.0,2026-06-10
sim_u_00004347,fixed_rule,2026-06-10,17,8,agent-sim-1.0,2026-06-10
sim_u_00004348,fixed_rule,2026-06-10,7,15,agent-sim-1.0,2026-06-10
sim_u_00004349,fixed_rule,2026-06-10,11,14,agent-sim-1.0,2026-06-10
sim_u_00004350,fixed_rule,2026-06-10,16,16,agent-sim-1.0,2026-06-10
sim_u_00004351,fixed_rule,2026-06-10,8,14,agent-sim-1.0,2026-06-10
sim_u_00004352,fixed_rule,2026-06-10,27,11,agent-sim-1.0,2026-06-10
sim_u_00004353,fixed_rule,2026-06-10,11,7,agent-sim-1.0,2026-06-10
sim_u_00004354,fixed_rule,2026-06-10,17,7,agent-sim-1.0,2026-06-10
sim_u_00004355,fixed_rule,2026-06-10,12,14,agent-sim-1.0,2026-06-10
sim_u_00004356,fixed_rule,2026-06-10,20,4,agent-sim-1.0,2026-06-10
sim_u_00004357,fixed_rule,2026-06-10,16,15,agent-sim-1.0,2026-06-10
sim_u_00004358,fixed_rule,2026-06-10,17,7,agent-sim-1.0,2026-06-10
sim_u_00004359,fixed_rule,2026-06-10,12,9,agent-sim-1.0,2026-06-10
sim_u_00004360,fixed_rule,2026-06-10,19,2,agent-sim-1.0,2026-06-10
sim_u_00004361,fixed_rule,2026-06-10,26,11,agent-sim-1.0,2026-06-10
sim_u_00004362,fixed_rule,2026-06-10,27,3,agent-sim-1.0,2026-06-10
sim_u_00004363,fixed_rule,2026-06-10,23,15,agent-sim-1.0,2026-06-10
sim_u_00004364,fixed_rule,2026-06-10,14,4,agent-sim-1.0,2026-06-10
sim_u_00004365,fixed_rule,2026-06-10,8,12,agent-sim-1.0,2026-06-10
sim_u_00004366,fixed_rule,2026-06-10,11,4,agent-sim-1.0,2026-06-10
sim_u_00004367,fixed_rule,2026-06-10,28,5,agent-sim-1.0,2026-06-10
sim_u_00004368,fixed_rule,2026-06-10,17,11,agent-sim-1.0,2026-06-10
sim_u_00004369,fixed_rule,2026-06-10,8,7,agent-sim-1.0,2026-06-10
sim_u_00004370,fixed_rule,2026-06-10,28,3,agent-sim-1.0,2026-06-10
sim_u_00004371,fixed_rule,2026-06-10,10,12,agent-sim-1.0,2026-06-10
sim_u_00004372,fixed_rule,2026-06-10,18,10,agent-sim-1.0,2026-06-10
sim_u_00004373,fixed_rule,2026-06-10,13,14,agent-sim-1.0,2026-06-10
sim_u_00004374,fixed_rule,2026-06-10,28,12,agent-sim-1.0,2026-06-10
sim_u_00004375,fixed_rule,2026-06-10,25,11,agent-sim-1.0,2026-06-10
sim_u_00004376,fixed_rule,2026-06-10,24,16,agent-sim-1.0,2026-06-10
sim_u_00004377,fixed_rule,2026-06-10,17,5,agent-sim-1.0,2026-06-10
sim_u_00004378,fixed_rule,2026-06-10,28,11,agent-sim-1.0,2026-06-10
sim_u_00004379,fixed_rule,2026-06-10,21,13,agent-sim-1.0,2026-06-10
sim_u_00004380,fixed_rule,2026-06-10,12,8,agent-sim-1.0,2026-06-10
sim_u_00004381,fixed_rule,2026-06-10,17,8,agent-sim-1.0,2026-06-10
sim_u_00004382,fixed_rule,2026-06-10,21,6,agent-sim-1.0,2026-06-10
sim_u_00004383,fixed_rule,2026-06-10,8,13,agent-sim-1.0,2026-06-10
sim_u_00004384,fixed_rule,2026-06-10,13,5,agent-sim-1.0,2026-06-10
sim_u_00004385,fixed_rule,2026-06-10,14,9,agent-sim-1.0,2026-06-10
sim_u_00004386,fixed_rule,2026-06-10,9,6,agent-sim-1.0,2026-06-10
sim_u_00004387,fixed_rule,2026-06-10,23,11,agent-sim-1.0,2026-06-10
sim_u_00004388,fixed_rule,2026-06-10,21,6,agent-sim-1.0,2026-06-10
sim_u_00004389,fixed_rule,2026-06-10,7,9,agent-sim-1.0,2026-06-10
sim_u_00004390,fixed_rule,2026-06-10,20,6,agent-sim-1.0,2026-06-10
sim_u_00004391,fixed_rule,2026-06-10,10,5,agent-sim-1.0,2026-06-10
sim_u_00004392,fixed_rule,2026-06-10,25,4,agent-sim-1.0,2026-06-10
sim_u_00004393,fixed_rule,2026-06-10,14,8,agent-sim-1.0,2026-06-10
sim_u_00004394,fixed_rule,2026-06-10,8,11,agent-sim-1.0,2026-06-10
sim_u_00004395,fixed_rule,2026-06-10,13,13,agent-sim-1.0,2026-06-10
sim_u_00004396,fixed_rule,2026-06-10,9,3,agent-sim-1.0,2026-06-10
sim_u_00004397,fixed_rule,2026-06-10,7,14,agent-sim-1.0,2026-06-10
sim_u_00004398,fixed_rule,2026-06-10,11,11,agent-sim-1.0,2026-06-10
sim_u_00004399,fixed_rule,2026-06-10,20,7,agent-sim-1.0,2026-06-10
sim_u_00004400,fixed_rule,2026-06-10,9,6,agent-sim-1.0,2026-06-10
sim_u_00004401,fixed_rule,2026-06-10,24,15,agent-sim-1.0,2026-06-10
sim_u_00004402,fixed_rule,2026-06-10,16,4,agent-sim-1.0,2026-06-10
sim_u_00004403,fixed_rule,2026-06-10,14,5,agent-sim-1.0,2026-06-10
sim_u_00004404,fixed_rule,2026-06-10,16,15,agent-sim-1.0,2026-06-10
sim_u_00004405,fixed_rule,2026-06-10,27,11,agent-sim-1.0,2026-06-10
sim_u_00004406,fixed_rule,2026-06-10,15,2,agent-sim-1.0,2026-06-10
sim_u_00004407,fixed_rule,2026-06-10,24,12,agent-sim-1.0,2026-06-10
sim_u_00004408,fixed_rule,2026-06-10,19,10,agent-sim-1.0,2026-06-10
sim_u_00004409,fixed_rule,2026-06-10,26,14,agent-sim-1.0,2026-06-10
sim_u_00004410,fixed_rule,2026-06-10,15,12,agent-sim-1.0,2026-06-10
sim_u_00004411,fixed_rule,2026-06-10,16,8,agent-sim-1.0,2026-06-10
sim_u_00004412,fixed_rule,2026-06-10,20,14,agent-sim-1.0,2026-06-10
sim_u_00004413,fixed_rule,2026-06-10,28,6,agent-sim-1.0,2026-06-10
sim_u_00004414,fixed_rule,2026-06-10,15,10,agent-sim-1.0,2026-06-10
sim_u_00004415,fixed_rule,2026-06-10,7,14,agent-sim-1.0,2026-06-10
sim_u_00004416,fixed_rule,2026-06-10,16,6,agent-sim-1.0,2026-06-10
sim_u_00004417,fixed_rule,2026-06-10,7,12,agent-sim-1.0,2026-06-10
sim_u_00004418,fixed_rule,2026-06-10,26,16,agent-sim-1.0,2026-06-10
sim_u_00004419,fixed_rule,2026-06-10,25,11,agent-sim-1.0,2026-06-10
sim_u_00004420,fixed_rule,2026-06-10,23,13,agent-sim-1.0,2026-06-10
sim_u_00004421,fixed_rule,2026-06-10,14,7,agent-sim-1.0,2026-06-10
sim_u_00004422,fixed_rule,2026-06-10,20,8,agent-sim-1.0,2026-06-10
sim_u_00004423,fixed_rule,2026-06-10,10,11,agent-sim-1.0,2026-06-10
sim_u_00004424,fixed_rule,2026-06-10,14,3,agent-sim-1.0,2026-06-10
sim_u_00004425,fixed_rule,2026-06-10,10,6,agent-sim-1.0,2026-06-10
sim_u_00004426,fixed_rule,2026-06-10,22,2,agent-sim-1.0,2026-06-10
sim_u_00004427,fixed_rule,2026-06-10,25,15,agent-sim-1.0,2026-06-10
sim_u_00004428,fixed_rule,2026-06-10,12,16,agent-sim-1.0,2026-06-10
sim_u_00004429,fixed_rule,2026-06-10,17,12,agent-sim-1.0,2026-06-10
sim_u_00004430,fixed_rule,2026-06-10,22,14,agent-sim-1.0,2026-06-10
sim_u_00004431,fixed_rule,2026-06-10,7,13,agent-sim-1.0,2026-06-10
sim_u_00004432,fixed_rule,2026-06-10,20,14,agent-sim-1.0,2026-06-10
sim_u_00004433,fixed_rule,2026-06-10,10,3,agent-sim-1.0,2026-06-10
sim_u_00004434,fixed_rule,2026-06-10,16,3,agent-sim-1.0,2026-06-10
sim_u_00004435,fixed_rule,2026-06-10,19,12,agent-sim-1.0,2026-06-10
sim_u_00004436,fixed_rule,2026-06-10,7,15,agent-sim-1.0,2026-06-10
sim_u_00004437,fixed_rule,2026-06-10,14,10,agent-sim-1.0,2026-06-10
sim_u_00004438,fixed_rule,2026-06-10,25,5,agent-sim-1.0,2026-06-10
sim_u_00004439,fixed_rule,2026-06-10,28,12,agent-sim-1.0,2026-06-10
sim_u_00004440,fixed_rule,2026-06-10,17,7,agent-sim-1.0,2026-06-10
sim_u_00004441,fixed_rule,2026-06-10,16,3,agent-sim-1.0,2026-06-10
sim_u_00004442,fixed_rule,2026-06-10,21,16,agent-sim-1.0,2026-06-10
sim_u_00004443,fixed_rule,2026-06-10,25,13,agent-sim-1.0,2026-06-10
sim_u_00004444,fixed_rule,2026-06-10,14,11,agent-sim-1.0,2026-06-10
sim_u_00004445,fixed_rule,2026-06-10,23,2,agent-sim-1.0,2026-06-10
sim_u_00004446,fixed_rule,2026-06-10,8,4,agent-sim-1.0,2026-06-10
sim_u_00004447,fixed_rule,2026-06-10,9,6,agent-sim-1.0,2026-06-10
sim_u_00004448,fixed_rule,2026-06-10,11,12,agent-sim-1.0,2026-06-10
sim_u_00004449,fixed_rule,2026-06-10,12,14,agent-sim-1.0,2026-06-10
sim_u_00004450,fixed_rule,2026-06-10,28,6,agent-sim-1.0,2026-06-10
sim_u_00004451,fixed_rule,2026-06-10,14,10,agent-sim-1.0,2026-06-10
sim_u_00004452,fixed_rule,2026-06-10,17,4,agent-sim-1.0,2026-06-10
sim_u_00004453,fixed_rule,2026-06-10,28,5,agent-sim-1.0,2026-06-10
sim_u_00004454,fixed_rule,2026-06-10,19,16,agent-sim-1.0,2026-06-10
sim_u_00004455,fixed_rule,2026-06-10,18,11,agent-sim-1.0,2026-06-10
sim_u_00004456,fixed_rule,2026-06-10,13,5,agent-sim-1.0,2026-06-10
sim_u_00004457,fixed_rule,2026-06-10,16,16,agent-sim-1.0,2026-06-10
sim_u_00004458,fixed_rule,2026-06-10,23,12,agent-sim-1.0,2026-06-10
sim_u_00004459,fixed_rule,2026-06-10,21,9,agent-sim-1.0,2026-06-10
sim_u_00004460,fixed_rule,2026-06-10,14,2,agent-sim-1.0,2026-06-10
sim_u_00004461,fixed_rule,2026-06-10,13,2,agent-sim-1.0,2026-06-10
sim_u_00004462,fixed_rule,2026-06-10,11,11,agent-sim-1.0,2026-06-10
sim_u_00004463,fixed_rule,2026-06-10,12,16,agent-sim-1.0,2026-06-10
sim_u_00004464,fixed_rule,2026-06-10,9,3,agent-sim-1.0,2026-06-10
sim_u_00004465,fixed_rule,2026-06-10,26,2,agent-sim-1.0,2026-06-10
sim_u_00004466,fixed_rule,2026-06-10,27,5,agent-sim-1.0,2026-06-10
sim_u_00004467,fixed_rule,2026-06-10,8,15,agent-sim-1.0,2026-06-10
sim_u_00004468,fixed_rule,2026-06-10,13,13,agent-sim-1.0,2026-06-10
sim_u_00004469,fixed_rule,2026-06-10,25,2,agent-sim-1.0,2026-06-10
sim_u_00004470,fixed_rule,2026-06-10,7,5,agent-sim-1.0,2026-06-10
sim_u_00004471,fixed_rule,2026-06-10,16,15,agent-sim-1.0,2026-06-10
sim_u_00004472,fixed_rule,2026-06-10,12,4,agent-sim-1.0,2026-06-10
sim_u_00004473,fixed_rule,2026-06-10,12,16,agent-sim-1.0,2026-06-10
sim_u_00004474,fixed_rule,2026-06-10,28,11,agent-sim-1.0,2026-06-10
sim_u_00004475,fixed_rule,2026-06-10,19,16,agent-sim-1.0,2026-06-10
sim_u_00004476,fixed_rule,2026-06-10,25,13,agent-sim-1.0,2026-06-10
sim_u_00004477,fixed_rule,2026-06-10,9,7,agent-sim-1.0,2026-06-10
sim_u_00004478,fixed_rule,2026-06-10,24,4,agent-sim-1.0,2026-06-10
sim_u_00004479,fixed_rule,2026-06-10,18,2,agent-sim-1.0,2026-06-10
sim_u_00004480,fixed_rule,2026-06-10,18,5,agent-sim-1.0,2026-06-10
sim_u_00004481,fixed_rule,2026-06-10,7,4,agent-sim-1.0,2026-06-10
sim_u_00004482,fixed_rule,2026-06-10,11,9,agent-sim-1.0,2026-06-10
sim_u_00004483,fixed_rule,2026-06-10,15,13,agent-sim-1.0,2026-06-10
sim_u_00004484,fixed_rule,2026-06-10,16,8,agent-sim-1.0,2026-06-10
sim_u_00004485,fixed_rule,2026-06-10,11,9,agent-sim-1.0,2026-06-10
sim_u_00004486,fixed_rule,2026-06-10,16,7,agent-sim-1.0,2026-06-10
sim_u_00004487,fixed_rule,2026-06-10,20,2,agent-sim-1.0,2026-06-10
sim_u_00004488,fixed_rule,2026-06-10,7,7,agent-sim-1.0,2026-06-10
sim_u_00004489,fixed_rule,2026-06-10,26,6,agent-sim-1.0,2026-06-10
sim_u_00004490,fixed_rule,2026-06-10,15,15,agent-sim-1.0,2026-06-10
sim_u_00004491,fixed_rule,2026-06-10,24,8,agent-sim-1.0,2026-06-10
sim_u_00004492,fixed_rule,2026-06-10,22,5,agent-sim-1.0,2026-06-10
sim_u_00004493,fixed_rule,2026-06-10,17,10,agent-sim-1.0,2026-06-10
sim_u_00004494,fixed_rule,2026-06-10,26,11,agent-sim-1.0,2026-06-10
sim_u_00004495,fixed_rule,2026-06-10,26,4,agent-sim-1.0,2026-06-10
sim_u_00004496,fixed_rule,2026-06-10,14,9,agent-sim-1.0,2026-06-10
sim_u_00004497,fixed_rule,2026-06-10,20,14,agent-sim-1.0,2026-06-10
sim_u_00004498,fixed_rule,2026-06-10,17,7,agent-sim-1.0,2026-06-10
sim_u_00004499,fixed_rule,2026-06-10,13,15,agent-sim-1.0,2026-06-10
sim_u_00004500,fixed_rule,2026-06-10,12,9,agent-sim-1.0,2026-06-10
sim_u_00004501,fixed_rule,2026-06-10,12,2,agent-sim-1.0,2026-06-10
sim_u_00004502,fixed_rule,2026-06-10,23,3,agent-sim-1.0,2026-06-10
sim_u_00004503,fixed_rule,2026-06-10,11,13,agent-sim-1.0,2026-06-10
sim_u_00004504,fixed_rule,2026-06-10,16,12,agent-sim-1.0,2026-06-10
sim_u_00004505,fixed_rule,2026-06-10,26,15,agent-sim-1.0,2026-06-10
sim_u_00004506,fixed_rule,2026-06-10,13,12,agent-sim-1.0,2026-06-10
sim_u_00004507,fixed_rule,2026-06-10,21,10,agent-sim-1.0,2026-06-10
sim_u_00004508,fixed_rule,2026-06-10,12,15,agent-sim-1.0,2026-06-10
sim_u_00004509,fixed_rule,2026-06-10,7,10,agent-sim-1.0,2026-06-10
sim_u_00004510,fixed_rule,2026-06-10,22,11,agent-sim-1.0,2026-06-10
sim_u_00004511,fixed_rule,2026-06-10,10,6,agent-sim-1.0,2026-06-10
sim_u_00004512,fixed_rule,2026-06-10,22,5,agent-sim-1.0,2026-06-10
sim_u_00004513,fixed_rule,2026-06-10,12,5,agent-sim-1.0,2026-06-10
sim_u_00004514,fixed_rule,2026-06-10,27,6,agent-sim-1.0,2026-06-10
sim_u_00004515,fixed_rule,2026-06-10,25,6,agent-sim-1.0,2026-06-10
sim_u_00004516,fixed_rule,2026-06-10,25,5,agent-sim-1.0,2026-06-10
sim_u_00004517,fixed_rule,2026-06-10,10,6,agent-sim-1.0,2026-06-10
sim_u_00004518,fixed_rule,2026-06-10,17,7,agent-sim-1.0,2026-06-10
sim_u_00004519,fixed_rule,2026-06-10,28,16,agent-sim-1.0,2026-06-10
sim_u_00004520,fixed_rule,2026-06-10,13,4,agent-sim-1.0,2026-06-10
sim_u_00004521,fixed_rule,2026-06-10,28,6,agent-sim-1.0,2026-06-10
sim_u_00004522,fixed_rule,2026-06-10,19,10,agent-sim-1.0,2026-06-10
sim_u_00004523,fixed_rule,2026-06-10,10,7,agent-sim-1.0,2026-06-10
sim_u_00004524,fixed_rule,2026-06-10,25,11,agent-sim-1.0,2026-06-10
sim_u_00004525,fixed_rule,2026-06-10,9,8,agent-sim-1.0,2026-06-10
sim_u_00004526,fixed_rule,2026-06-10,28,8,agent-sim-1.0,2026-06-10
sim_u_00004527,fixed_rule,2026-06-10,20,13,agent-sim-1.0,2026-06-10
sim_u_00004528,fixed_rule,2026-06-10,19,8,agent-sim-1.0,2026-06-10
sim_u_00004529,fixed_rule,2026-06-10,22,14,agent-sim-1.0,2026-06-10
sim_u_00004530,fixed_rule,2026-06-10,20,13,agent-sim-1.0,2026-06-10
sim_u_00004531,fixed_rule,2026-06-10,22,4,agent-sim-1.0,2026-06-10
sim_u_00004532,fixed_rule,2026-06-10,16,7,agent-sim-1.0,2026-06-10
sim_u_00004533,fixed_rule,2026-06-10,20,4,agent-sim-1.0,2026-06-10
sim_u_00004534,fixed_rule,2026-06-10,18,15,agent-sim-1.0,2026-06-10
sim_u_00004535,fixed_rule,2026-06-10,11,11,agent-sim-1.0,2026-06-10
sim_u_00004536,fixed_rule,2026-06-10,22,14,agent-sim-1.0,2026-06-10
sim_u_00004537,fixed_rule,2026-06-10,24,14,agent-sim-1.0,2026-06-10
sim_u_00004538,fixed_rule,2026-06-10,7,2,agent-sim-1.0,2026-06-10
sim_u_00004539,fixed_rule,2026-06-10,10,4,agent-sim-1.0,2026-06-10
sim_u_00004540,fixed_rule,2026-06-10,7,8,agent-sim-1.0,2026-06-10
sim_u_00004541,fixed_rule,2026-06-10,20,12,agent-sim-1.0,2026-06-10
sim_u_00004542,fixed_rule,2026-06-10,21,13,agent-sim-1.0,2026-06-10
sim_u_00004543,fixed_rule,2026-06-10,12,4,agent-sim-1.0,2026-06-10
sim_u_00004544,fixed_rule,2026-06-10,28,9,agent-sim-1.0,2026-06-10
sim_u_00004545,fixed_rule,2026-06-10,16,6,agent-sim-1.0,2026-06-10
sim_u_00004546,fixed_rule,2026-06-10,25,3,agent-sim-1.0,2026-06-10
sim_u_00004547,fixed_rule,2026-06-10,15,12,agent-sim-1.0,2026-06-10
sim_u_00004548,fixed_rule,2026-06-10,16,14,agent-sim-1.0,2026-06-10
sim_u_00004549,fixed_rule,2026-06-10,25,2,agent-sim-1.0,2026-06-10
sim_u_00004550,fixed_rule,2026-06-10,15,13,agent-sim-1.0,2026-06-10
sim_u_00004551,fixed_rule,2026-06-10,10,14,agent-sim-1.0,2026-06-10
sim_u_00004552,fixed_rule,2026-06-10,22,12,agent-sim-1.0,2026-06-10
sim_u_00004553,fixed_rule,2026-06-10,8,6,agent-sim-1.0,2026-06-10
sim_u_00004554,fixed_rule,2026-06-10,24,7,agent-sim-1.0,2026-06-10
sim_u_00004555,fixed_rule,2026-06-10,10,14,agent-sim-1.0,2026-06-10
sim_u_00004556,fixed_rule,2026-06-10,25,12,agent-sim-1.0,2026-06-10
sim_u_00004557,fixed_rule,2026-06-10,10,9,agent-sim-1.0,2026-06-10
sim_u_00004558,fixed_rule,2026-06-10,22,15,agent-sim-1.0,2026-06-10
sim_u_00004559,fixed_rule,2026-06-10,9,10,agent-sim-1.0,2026-06-10
sim_u_00004560,fixed_rule,2026-06-10,8,4,agent-sim-1.0,2026-06-10
sim_u_00004561,fixed_rule,2026-06-10,12,10,agent-sim-1.0,2026-06-10
sim_u_00004562,fixed_rule,2026-06-10,23,7,agent-sim-1.0,2026-06-10
sim_u_00004563,fixed_rule,2026-06-10,19,9,agent-sim-1.0,2026-06-10
sim_u_00004564,fixed_rule,2026-06-10,24,7,agent-sim-1.0,2026-06-10
sim_u_00004565,fixed_rule,2026-06-10,26,15,agent-sim-1.0,2026-06-10
sim_u_00004566,fixed_rule,2026-06-10,11,12,agent-sim-1.0,2026-06-10
sim_u_00004567,fixed_rule,2026-06-10,15,2,agent-sim-1.0,2026-06-10
sim_u_00004568,fixed_rule,2026-06-10,15,3,agent-sim-1.0,2026-06-10
sim_u_00004569,fixed_rule,2026-06-10,7,7,agent-sim-1.0,2026-06-10
sim_u_00004570,fixed_rule,2026-06-10,12,4,agent-sim-1.0,2026-06-10
sim_u_00004571,fixed_rule,2026-06-10,28,7,agent-sim-1.0,2026-06-10
sim_u_00004572,fixed_rule,2026-06-10,24,6,agent-sim-1.0,2026-06-10
sim_u_00004573,fixed_rule,2026-06-10,20,2,agent-sim-1.0,2026-06-10
sim_u_00004574,fixed_rule,2026-06-10,15,8,agent-sim-1.0,2026-06-10
sim_u_00004575,fixed_rule,2026-06-10,13,14,agent-sim-1.0,2026-06-10
sim_u_00004576,fixed_rule,2026-06-10,24,12,agent-sim-1.0,2026-06-10
sim_u_00004577,fixed_rule,2026-06-10,23,3,agent-sim-1.0,2026-06-10
sim_u_00004578,fixed_rule,2026-06-10,9,11,agent-sim-1.0,2026-06-10
sim_u_00004579,fixed_rule,2026-06-10,14,3,agent-sim-1.0,2026-06-10
sim_u_00004580,fixed_rule,2026-06-10,25,9,agent-sim-1.0,2026-06-10
sim_u_00004581,fixed_rule,2026-06-10,11,9,agent-sim-1.0,2026-06-10
sim_u_00004582,fixed_rule,2026-06-10,9,14,agent-sim-1.0,2026-06-10
sim_u_00004583,fixed_rule,2026-06-10,20,7,agent-sim-1.0,2026-06-10
sim_u_00004584,fixed_rule,2026-06-10,28,6,agent-sim-1.0,2026-06-10
sim_u_00004585,fixed_rule,2026-06-10,10,15,agent-sim-1.0,2026-06-10
sim_u_00004586,fixed_rule,2026-06-10,15,16,agent-sim-1.0,2026-06-10
sim_u_00004587,fixed_rule,2026-06-10,22,5,agent-sim-1.0,2026-06-10
sim_u_00004588,fixed_rule,2026-06-10,11,8,agent-sim-1.0,2026-06-10
sim_u_00004589,fixed_rule,2026-06-10,20,14,agent-sim-1.0,2026-06-10
sim_u_00004590,fixed_rule,2026-06-10,26,14,agent-sim-1.0,2026-06-10
sim_u_00004591,fixed_rule,2026-06-10,17,6,agent-sim-1.0,2026-06-10
sim_u_00004592,fixed_rule,2026-06-10,13,16,agent-sim-1.0,2026-06-10
sim_u_00004593,fixed_rule,2026-06-10,8,2,agent-sim-1.0,2026-06-10
sim_u_00004594,fixed_rule,2026-06-10,22,3,agent-sim-1.0,2026-06-10
sim_u_00004595,fixed_rule,2026-06-10,7,9,agent-sim-1.0,2026-06-10
sim_u_00004596,fixed_rule,2026-06-10,16,15,agent-sim-1.0,2026-06-10
sim_u_00004597,fixed_rule,2026-06-10,21,3,agent-sim-1.0,2026-06-10
sim_u_00004598,fixed_rule,2026-06-10,11,5,agent-sim-1.0,2026-06-10
